material_id;icsd_id;icsd_ids;spacegroup;crystal_system;volume;nsites;unit_cell_formula;pretty_formula;elements;nelements;energy;energy_per_atom;formation_energy_per_atom;e_above_hull;band_gap;is_hubbard;hubbards;is_compatible;elasticity;piezo;diel;density;total_magnetization;oxide_type;warnings;task_ids;tags;has_band_structure
mp-11222;;[58106];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pm-3m', 'number': 221, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-P 4 2 3'};cubic;113.96039436291156;4;{'Sm': 3.0, 'Al': 1.0};Sm3Al;['Sm', 'Al'];2;-18.38551108;-4.59637777;-0.1217219549999999;0.0808453498958332;0.0;False;{};True;{'G_Reuss': 24.0, 'G_VRH': 25.0, 'G_Voigt': 25.0, 'G_Voigt_Reuss_Hill': 25.0, 'K_Reuss': 44.0, 'K_VRH': 44.0, 'K_Voigt': 44.0, 'K_Voigt_Reuss_Hill': 44.0, 'elastic_anisotropy': 0.16, 'elastic_tensor': [[71.0, 31.0, 31.0, 0.0, 0.0, 0.0], [31.0, 71.0, 31.0, 0.0, 0.0, 0.0], [31.0, 31.0, 71.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 29.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 29.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 29.0]], 'homogeneous_poisson': 0.26, 'poisson_ratio': 0.26, 'universal_anisotropy': 0.16, 'elastic_tensor_original': [[70.81117293978465, 30.87125113280559, 30.87125113280559, 0.0, 0.0, 0.0], [30.87130320838461, 70.81143083494877, 30.87130320838461, 0.0, 0.0, 0.0], [30.87122626338577, 30.87122626338577, 70.81132646422101, 0.0, 0.0, 0.0], [8.766680918635876e-07, -6.845677796344377e-05, -1.400002274720043e-07, 28.745110303838622, 0.0, 0.0], [2.7266711000580818e-06, 4.37934045328058e-05, 4.24734023867323e-05, 0.0, 28.745109647170896, 0.0], [6.871677838688442e-05, 6.113009938531406e-05, 4.603674151286785e-05, 0.0, 0.0, 28.745145640562743]], 'compliance_tensor': [[19.2, -5.8, -5.8, 0.0, -0.0, -0.0], [-5.8, 19.2, -5.8, -0.0, 0.0, -0.0], [-5.8, -5.8, 19.2, -0.0, -0.0, 0.0], [0.0, -0.0, -0.0, 34.8, -0.0, 0.0], [-0.0, 0.0, -0.0, -0.0, 34.8, -0.0], [-0.0, -0.0, 0.0, 0.0, -0.0, 34.8]], 'warnings': ['Contains a rare earth element'], 'nsites': 4};;;6.965927641108263;0.0125574;None;[];['mp-11222', 'mp-911976', 'mp-928076', 'mp-928623', 'mp-1440495', 'mp-1587444', 'mp-1697831'];['Aluminum samarium (1/3)'];True
mp-11284;;[58891, 619278, 260645, 417217];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3/mmc', 'number': 194, 'point_group': '6/mmm', 'crystal_system': 'hexagonal', 'hall': '-P 6c 2c'};hexagonal;129.90780103780773;6;{'Ca': 2.0, 'Ga': 4.0};CaGa2;['Ca', 'Ga'];2;-19.23757952;-3.2062632533333333;-0.5210490616666666;0.0;0.0;False;{};True;{'G_Reuss': 40.0, 'G_VRH': 41.0, 'G_Voigt': 42.0, 'G_Voigt_Reuss_Hill': 41.0, 'K_Reuss': 45.0, 'K_VRH': 47.0, 'K_Voigt': 49.0, 'K_Voigt_Reuss_Hill': 47.0, 'elastic_anisotropy': 0.41, 'elastic_tensor': [[108.0, 32.0, 23.0, 0.0, 0.0, 0.0], [32.0, 108.0, 23.0, 0.0, 0.0, 0.0], [23.0, 23.0, 66.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 53.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 53.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 38.0]], 'homogeneous_poisson': 0.16, 'poisson_ratio': 0.16, 'universal_anisotropy': 0.41, 'elastic_tensor_original': [[108.87154269095721, 31.34189259937884, 23.726085149957953, 0.0, 0.0, 0.0], [31.729231363922338, 108.56168684271711, 23.797072114788964, 0.0, 0.0, 0.0], [21.560056040337162, 21.560044737491808, 66.21067464076951, 0.0, 0.0, 0.0], [-0.002225763578794764, -0.0025508409469459964, -0.002600912652398247, 52.88064025242258, 0.0, 0.0], [2.8797921106007356e-06, -4.836869299647045e-06, 4.849822241280342e-06, 0.0, 52.88598668083702, 0.0], [1.2523331984257376e-05, 1.4646687698831388e-05, 2.169001963266607e-05, 0.0, 0.0, 37.258753891259026]], 'compliance_tensor': [[10.6, -2.6, -2.7, 0.0, 0.0, 0.0], [-2.6, 10.6, -2.7, -0.0, 0.0, 0.0], [-2.7, -2.7, 17.0, -0.0, -0.0, -0.0], [0.0, -0.0, -0.0, 18.9, 0.0, -0.0], [0.0, 0.0, -0.0, 0.0, 18.9, -0.0], [0.0, 0.0, -0.0, -0.0, -0.0, 26.4]], 'warnings': [], 'nsites': 6};;;4.589510606919424;0.00024675;None;[];['mp-930813', 'mp-11284', 'mp-1071256', 'mp-1071285', 'mp-1071316', 'mp-1071324', 'mp-914115', 'mp-990763', 'mp-1441185', 'mp-1595819', 'mp-1698546'];['Calcium gallium (1/2)', 'Calcium digallium'];True
mp-12505;;[418580];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6_3mc', 'number': 186, 'point_group': '6mm', 'crystal_system': 'hexagonal', 'hall': 'P 6c -2c'};hexagonal;139.69795750057668;6;{'Lu': 2.0, 'Ag': 2.0, 'Sn': 2.0};LuAgSn;['Lu', 'Ag', 'Sn'];3;-25.85485294;-4.309142156666667;-0.5272173044444445;0.0;0.0;False;{};True;{'G_Reuss': 38.0, 'G_VRH': 39.0, 'G_Voigt': 39.0, 'G_Voigt_Reuss_Hill': 39.0, 'K_Reuss': 71.0, 'K_VRH': 73.0, 'K_Voigt': 74.0, 'K_Voigt_Reuss_Hill': 73.0, 'elastic_anisotropy': 0.22, 'elastic_tensor': [[133.0, 70.0, 39.0, 0.0, 0.0, 0.0], [70.0, 133.0, 39.0, 0.0, 0.0, 0.0], [39.0, 39.0, 105.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 45.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 45.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 32.0]], 'homogeneous_poisson': 0.28, 'poisson_ratio': 0.28, 'universal_anisotropy': 0.22, 'elastic_tensor_original': [[134.5399810233381, 69.21529139701664, 37.71086796565089, 0.0, 0.0, 0.0], [69.65751411956451, 133.82064285166143, 37.49018030650629, 0.0, 0.0, 0.0], [41.14104095318027, 41.14105175327644, 105.16339186009345, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 45.195321229693924, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 45.26746193081858, 0.0], [7.564731666967395e-06, 0.0, 0.0, 0.0, 0.0, 30.79429346924972]], 'compliance_tensor': [[10.8, -5.0, -2.1, 0.0, 0.0, -0.0], [-5.0, 10.8, -2.1, 0.0, 0.0, -0.0], [-2.1, -2.1, 11.1, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 22.1, -0.0, 0.0], [0.0, 0.0, 0.0, -0.0, 22.1, 0.0], [-0.0, -0.0, 0.0, 0.0, 0.0, 31.7]], 'warnings': ['Contains a rare earth element'], 'nsites': 6};;;9.546044960649589;0.00161895;None;[];['mp-977786', 'mp-930800', 'mp-914175', 'mp-12505', 'mp-1115737', 'mp-1420244', 'mp-1592957', 'mp-1704100'];['Lutetium silver stannide (1/1/1) - HT-phase'];True
mp-1254;;[642619, 44922];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'};cubic;55.23169982579321;2;{'Lu': 1.0, 'Te': 1.0};LuTe;['Lu', 'Te'];2;-9.83966468;-4.91983234;-1.087706615;0.0419758950000002;0.0;False;{};True;;;;9.096665960827986;0.0005113;None;[];['mp-1254', 'mp-1439177', 'mp-1594888', 'mp-1687657'];['Lutetium telluride (1/1)'];True
mp-12607;;[649190, 108760, 649203];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmcm', 'number': 63, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-C 2c 2'};orthorhombic;99.93936577305078;4;{'Pr': 2.0, 'Pt': 2.0};PrPt;['Pr', 'Pt'];2;-26.12989892;-6.53247473;-1.1065713025;0.00479651875;0.0;False;{};True;;;;11.165315220098028;4.35e-06;None;[];['mp-977832', 'mp-914343', 'mp-992488', 'mp-12607', 'mp-1438917', 'mp-1589090', 'mp-1677601'];['Praseodymium platinum (1/1)'];True
mp-12628;;[109019];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'};cubic;90.8916472271692;1;{'Rb': 1.0};Rb;['Rb'];1;-0.96519287;-0.96519287;0.0153412025;0.0153412025;0.0;False;{};True;{'G_Reuss': 16.0, 'G_VRH': 8.0, 'G_Voigt': 0.0, 'G_Voigt_Reuss_Hill': 8.0, 'K_Reuss': 3.0, 'K_VRH': 3.0, 'K_Voigt': 3.0, 'K_Voigt_Reuss_Hill': 3.0, 'elastic_anisotropy': -4.85, 'elastic_tensor': [[1.0, 4.0, 4.0, 0.0, 0.0, 0.0], [4.0, 1.0, 4.0, 0.0, 0.0, 0.0], [4.0, 4.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 2.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 2.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.0]], 'homogeneous_poisson': -0.24, 'poisson_ratio': -0.24, 'universal_anisotropy': -4.85, 'elastic_tensor_original': [[0.8196733159633763, 3.7875463250226837, 3.7875463250226837, 0.0, 0.0, 0.0], [3.616015514203071, 1.2292034247378745, 3.616015514203071, 0.0, 0.0, 0.0], [3.7877840083688468, 3.7877840083688468, 0.8201075264162212, 0.0, 0.0, 0.0], [-5.6006725656498e-05, -4.118004337337012e-05, -4.872671798875491e-05, 1.712079829937538, 0.0, 0.0], [7.01367405391765e-05, 6.734007092680413e-05, 6.970674008617682e-05, 0.0, 1.7120790299366955, 0.0], [6.0200063406569505e-05, 5.3520056370693394e-05, 4.9126718410020895e-05, 0.0, 0.0, 1.7120882132797017]], 'compliance_tensor': [[-200.7, 159.8, 159.8, 0.0, -0.0, -0.0], [159.8, -200.7, 159.8, -0.0, 0.0, -0.0], [159.8, 159.8, -200.7, -0.0, -0.0, 0.0], [0.0, -0.0, -0.0, 584.1, 0.0, 0.0], [-0.0, 0.0, -0.0, 0.0, 584.1, 0.0], [-0.0, -0.0, 0.0, 0.0, 0.0, 584.1]], 'warnings': ['Elastic tensor has a negative eigenvalue', 'c11 and c12 are within 5% or c12 is greater than c11', 'c11 and c13 are within 5% or c13 is greater than c11', 'c11 and c23 are within 5% or c23 is greater than c11', 'One or more K, G below 2 GPa'], 'nsites': 1};;;1.5614484407092162;0.0022741;None;[];['mp-992307', 'mp-991764', 'mp-993904', 'mp-12628', 'mp-1186798', 'mp-1186800', 'mp-1439819', 'mp-1594575', 'mp-1688152'];['High pressure experimental phase', 'Rubidium - VI, HP'];True
mp-12782;;[370014];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmcm', 'number': 63, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-C 2c 2'};orthorhombic;143.60284229974542;8;{'Yb': 2.0, 'Al': 4.0, 'Ni': 2.0};YbAl2Ni;['Yb', 'Al', 'Ni'];3;-33.8343871;-4.2292983875;-0.5266562041666667;0.0;0.0;False;{};True;{'G_Reuss': 40.0, 'G_VRH': 43.0, 'G_Voigt': 47.0, 'G_Voigt_Reuss_Hill': 43.0, 'K_Reuss': 52.0, 'K_VRH': 58.0, 'K_Voigt': 64.0, 'K_Voigt_Reuss_Hill': 58.0, 'elastic_anisotropy': 1.02, 'elastic_tensor': [[135.0, 26.0, 56.0, 0.0, 0.0, 0.0], [26.0, 64.0, 35.0, 0.0, 0.0, 0.0], [56.0, 35.0, 145.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 38.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 80.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 40.0]], 'homogeneous_poisson': 0.2, 'poisson_ratio': 0.2, 'universal_anisotropy': 1.02, 'elastic_tensor_original': [[135.404501890778, 20.48805625081949, 50.55655044687895, 0.0, 0.0, 0.0], [30.87236468566896, 63.76162234385535, 34.72922886120908, 0.0, 0.0, 0.0], [61.42261424075258, 34.67555091468696, 144.97827204512677, 0.0, 0.0, 0.0], [0.0, 0.0, -7.667851216341955e-06, 37.837150232623095, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 79.57017668340097, 5.000033874943837e-07], [0.0, 0.0, 0.0, 0.0, 0.0, 39.99553275330816]], 'compliance_tensor': [[9.0, -2.0, -3.0, 0.0, 0.0, 0.0], [-2.0, 18.5, -3.7, -0.0, 0.0, 0.0], [-3.0, -3.7, 8.9, -0.0, 0.0, 0.0], [0.0, -0.0, -0.0, 26.4, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 12.6, -0.0], [0.0, 0.0, 0.0, 0.0, -0.0, 25.0]], 'warnings': ['Contains a rare earth element'], 'nsites': 8};;;6.607253087516878;0.00041425;None;[];['mp-919665', 'mp-905487', 'mp-918619', 'mp-12782', 'mp-1248549', 'mp-1425393', 'mp-1589489', 'mp-1701561'];['Ytterbium nickel aluminide (1/1/2)'];True
mp-12920;;[414515];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4_1md', 'number': 109, 'point_group': '4mm', 'crystal_system': 'tetragonal', 'hall': 'I 4bw -2'};tetragonal;117.18296512771296;6;{'Ce': 2.0, 'P': 2.0, 'Ir': 2.0};CePIr;['Ce', 'Ir', 'P'];3;-47.64617192;-7.941028653333333;-1.2127601745238106;0.0;0.0;False;{};True;;;;10.296463667794248;0.021186;None;[];['mp-918836', 'mp-905897', 'mp-919838', 'mp-12920', 'mp-1299970', 'mp-1590832', 'mp-1687719'];['Cerium iridium phosphide (1/1/1)'];True
mp-13718;;[8115];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnma', 'number': 62, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2n'};orthorhombic;1069.564864960533;80;{'Na': 4.0, 'Cd': 16.0, 'P': 12.0, 'O': 48.0};NaCd4(PO4)3;['Cd', 'Na', 'O', 'P'];4;-473.40486068;-5.9175607585000005;-2.3113168917857143;0.0046527000833371;2.4792;False;{};True;;;;4.704484411267197;0.004932125;oxide;[];['mp-734605', 'mp-744299', 'mp-722797', 'mp-13718', 'mp-1327161'];['Tetracadmium sodium phosphate'];True
mp-13985;;[165212];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4_2/mnm', 'number': 136, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-P 4n 2n'};tetragonal;208.3652877917239;18;{'Li': 4.0, 'Pd': 2.0, 'F': 12.0};Li2PdF6;['F', 'Li', 'Pd'];3;-77.98784078;-4.332657821111111;-2.386254104497037;0.0;1.928;False;{};True;;;{'e_electronic': [[2.8485645534764563, 0.0, 0.0003082596463098667], [0.0, 2.850848494967321, 0.0], [0.0003082596463098667, 0.0, 3.197748408951827]], 'e_total': [[6.882199083361997, 0.0, 0.0005735270634877263], [0.0, 6.8877171563417505, 0.0], [0.0005735270634877271, 0.0, 5.949514562522817]], 'n': 1.722126733373167, 'poly_electronic': 2.965720485798535, 'poly_total': 6.573143600742188};3.7343236890658016;1.845e-05;None;[];['mp-729353', 'mp-740860', 'mp-747948', 'mp-13985', 'mp-1106371', 'mp-1180632', 'mp-1423549', 'mp-1539816', 'mp-1540718', 'mp-1669725'];['Dilithium hexafluoropalladate(IV)'];True
mp-14283;;[38307];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_1/c', 'number': 14, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-P 2ybc'};monoclinic;585.9368632300584;40;{'Sr': 8.0, 'In': 4.0, 'F': 28.0};Sr2InF7;['F', 'In', 'Sr'];3;-212.50755389;-5.31268884725;-3.705239129916333;0.0;4.9419;False;{};True;;;;4.795641439752681;1.05e-06;None;[];['mp-845399', 'mp-713166', 'mp-682856', 'mp-14283', 'mp-1347047', 'mp-1679137'];['Strontium heptafluoroindate'];True
mp-14455;;[61036];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/c', 'number': 15, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2yc'};monoclinic;512.390629185996;40;{'Cu': 8.0, 'Ag': 2.0, 'As': 6.0, 'O': 24.0};Cu4Ag(AsO4)3;['Ag', 'As', 'Cu', 'O'];4;-219.18788237;-5.47969705925;-1.2720537821666666;0.0012962689000071;0.0;False;{};True;;;;5.047883488444866;1.0302341;oxide;[];['mp-932403', 'mp-915900', 'mp-931417', 'mp-14455', 'mp-1383590', 'mp-1731601'];['Silver tetracopper tris(arsenate(V))'];True
mp-14503;;[62630];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Cmcm', 'number': 63, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-C 2c 2'};orthorhombic;248.84982926829167;22;{'Er': 6.0, 'Cr': 2.0, 'B': 14.0};Er3CrB7;['B', 'Cr', 'Er'];3;-153.93913171;-6.997233259545454;-0.6235008630303027;0.0036307702272742;0.0;False;{};True;;;;8.400459703738754;0.003912;None;[];['mp-907793', 'mp-923138', 'mp-922357', 'mp-14503', 'mp-1435384', 'mp-1637855', 'mp-1672726'];['Erbium chromium boride (3/1/7)'];True
mp-14530;;[63119];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pbcm', 'number': 57, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2c 2b'};orthorhombic;1067.206224297617;72;{'Rb': 4.0, 'Mo': 8.0, 'P': 12.0, 'O': 48.0};RbMo2(PO4)3;['Mo', 'O', 'P', 'Rb'];4;-511.81599951;-7.10855554875;-2.508686239761905;0.013983091041652;0.5501;True;{'Rb': 0.0, 'Mo': 4.38, 'P': 0.0, 'O': 0.0};True;;;;3.49944670900953;1.99940115;oxide;[];['mp-795906', 'mp-615910', 'mp-19551', 'mp-14530', 'mp-1351889'];['Rubidium dimolybdotriphosphate(V)'];False
mp-1553;;[196421, 639458, 104428, 639474, 639471, 104429];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P6/mmm', 'number': 191, 'point_group': '6/mmm', 'crystal_system': 'hexagonal', 'hall': '-P 6 2'};hexagonal;80.52520171988512;6;{'Ho': 1.0, 'Ni': 5.0};HoNi5;['Ho', 'Ni'];2;-35.4814286;-5.913571433333334;-0.3333184550000005;0.0;0.0;False;{};True;{'G_Reuss': 70.0, 'G_VRH': 71.0, 'G_Voigt': 72.0, 'G_Voigt_Reuss_Hill': 71.0, 'K_Reuss': 134.0, 'K_VRH': 135.0, 'K_Voigt': 136.0, 'K_Voigt_Reuss_Hill': 135.0, 'elastic_anisotropy': 0.16, 'elastic_tensor': [[219.0, 92.0, 77.0, 0.0, 0.0, -4.0], [92.0, 219.0, 77.0, 0.0, 0.0, -5.0], [77.0, 77.0, 293.0, 0.0, 0.0, -3.0], [0.0, 0.0, 0.0, 68.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 68.0, 0.0], [-4.0, -5.0, -3.0, 0.0, 0.0, 63.0]], 'homogeneous_poisson': 0.28, 'poisson_ratio': 0.28, 'universal_anisotropy': 0.16, 'elastic_tensor_original': [[218.25811113817724, 95.87606119176256, 78.56733500014425, 0.0, 0.0, 0.0], [91.09579142303411, 217.49046790579877, 77.6766884244994, 0.0, 0.0, -2.559953604613683e-05], [75.76702602135782, 75.76702802131308, 293.0317995803787, 0.0, 0.0, -8.999798689912953e-06], [0.0, 0.0, 0.0, 68.60718809646404, -8.099976930231627e-06, 0.0], [0.0, 0.0, 0.0, 0.0, 68.00290551181887, 0.0], [-12.94639298496264, -13.803988893898751, -8.791496331254269, 0.0, 0.0, 64.44700391361921]], 'compliance_tensor': [[5.8, -2.1, -1.0, 0.0, 0.0, 0.2], [-2.1, 5.8, -1.0, 0.0, 0.0, 0.2], [-1.0, -1.0, 3.9, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 14.6, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 14.6, 0.0], [0.2, 0.2, 0.0, 0.0, 0.0, 15.8]], 'warnings': ['Contains a rare earth element'], 'nsites': 6};;;9.452775548859902;1.3734847;None;[];['mp-992038', 'mp-993736', 'mp-995054', 'mp-1553', 'mp-1070960', 'mp-1071074', 'mp-1070824', 'mp-1071100', 'mp-1439706', 'mp-1589960'];['Holmium nickel (1/5)'];True
mp-15600;;[40989];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P2_12_12_1', 'number': 19, 'point_group': '222', 'crystal_system': 'orthorhombic', 'hall': 'P 2ac 2ab'};orthorhombic;1172.1496416260052;76;{'K': 8.0, 'Ca': 8.0, 'S': 12.0, 'O': 48.0};K2Ca2(SO4)3;['Ca', 'K', 'O', 'S'];4;-471.48228488;-6.203714274736842;-2.6465206647565798;0.0;5.5109;False;{};True;;;;2.5303860622661976;0.0;oxide;[];['mp-744005', 'mp-734265', 'mp-722235', 'mp-15600', 'mp-1328187'];['Dipotassium dicalcium tris(sulfate(VI))'];False
mp-15669;;[653076, 43412];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/m', 'number': 12, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2y'};monoclinic;170.0514711009322;7;{'Ti': 3.0, 'Te': 4.0};Ti3Te4;['Ti', 'Te'];2;-41.28799725;-5.898285321428571;-0.7185192871428561;0.0;0.0;False;{};True;{'G_Reuss': 35.0, 'G_VRH': 38.0, 'G_Voigt': 41.0, 'G_Voigt_Reuss_Hill': 38.0, 'K_Reuss': 59.0, 'K_VRH': 60.0, 'K_Voigt': 60.0, 'K_Voigt_Reuss_Hill': 60.0, 'elastic_anisotropy': 0.85, 'elastic_tensor': [[90.0, 41.0, 52.0, 0.0, -1.0, 0.0], [41.0, 100.0, 31.0, 0.0, 9.0, 0.0], [52.0, 31.0, 100.0, 0.0, 9.0, 0.0], [0.0, 0.0, 0.0, 41.0, 0.0, 7.0], [-1.0, 9.0, 9.0, 0.0, 53.0, 0.0], [0.0, 0.0, 0.0, 7.0, 0.0, 54.0]], 'homogeneous_poisson': 0.24, 'poisson_ratio': 0.24, 'universal_anisotropy': 0.85, 'elastic_tensor_original': [[100.19138307264377, 31.50231087898152, 40.50262082109766, -10.718018008707965, 0.0, 0.0], [31.095782724125566, 112.9208064693042, 24.594198347460917, 9.764253320340636, 0.0, 0.0], [41.414189058952836, 25.611484841198152, 131.89176851431134, -14.325051688484464, 0.0, 0.0], [-7.632872962175363, 13.599202877302217, -9.574825851914913, 25.652175152431433, 0.0, 0.0], [0.028266771386086773, 0.00932808385737617, -0.0004959163401014501, 0.015417909847172534, 49.84694765535286, -9.416408639213286], [0.0045177803704152175, -0.0002531265006579266, 0.006568552358781442, 0.0012401758533161769, -9.2926945588611, 44.791456240872115]], 'compliance_tensor': [[18.2, -5.2, -8.1, 0.0, 2.6, 0.0], [-5.2, 12.6, -1.0, 0.0, -2.1, 0.0], [-8.1, -1.0, 14.8, 0.0, -2.5, 0.0], [0.0, 0.0, 0.0, 25.1, 0.0, -3.3], [2.6, -2.1, -2.5, 0.0, 19.7, 0.0], [0.0, 0.0, 0.0, -3.3, 0.0, 19.0]], 'warnings': [], 'nsites': 7};;;6.386267658048584;0.0050868;None;[];['mp-942485', 'mp-921044', 'mp-942871', 'mp-15669', 'mp-1431775', 'mp-1593582', 'mp-1700120'];['Titanium telluride (3/4)'];True
mp-1588;;[411879, 411880];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/m', 'number': 12, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2y'};monoclinic;511.5820114377755;36;{'C': 22.0, 'F': 14.0};C11F7;['C', 'F'];2;-248.32483829;-6.897912174722222;-0.7068944549072221;0.3656538833333353;2.236;False;{};True;;;;1.7210133562689294;0.0009868;None;[];['mp-740572', 'mp-748554', 'mp-750607', 'mp-1588', 'mp-1386759', 'mp-1654621', 'mp-1732024'];['1,4-bis(pentafluorophenylethynyl)tetrafluorobenzene'];True
mp-15968;;[53073];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4/mmm', 'number': 139, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-I 4 2'};tetragonal;75.98464924577716;5;{'Sm': 1.0, 'Co': 2.0, 'Si': 2.0};Sm(CoSi)2;['Sm', 'Co', 'Si'];3;-33.68898435;-6.73779687;-0.7815769946666663;0.0;0.0;False;{};True;{'G_Reuss': 88.0, 'G_VRH': 91.0, 'G_Voigt': 94.0, 'G_Voigt_Reuss_Hill': 91.0, 'K_Reuss': 144.0, 'K_VRH': 145.0, 'K_Voigt': 145.0, 'K_Voigt_Reuss_Hill': 145.0, 'elastic_anisotropy': 0.33, 'elastic_tensor': [[253.0, 97.0, 100.0, 0.0, 0.0, 0.0], [97.0, 253.0, 100.0, 0.0, 0.0, 0.0], [100.0, 100.0, 208.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 110.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 110.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 111.0]], 'homogeneous_poisson': 0.24, 'poisson_ratio': 0.24, 'universal_anisotropy': 0.33, 'elastic_tensor_original': [[252.68541831111693, 96.78730454898557, 101.40010103598378, 1.0199984713716983e-05, 0.0, 0.0], [96.78730454898562, 252.6854183111169, 101.40010103598381, 0.0, -1.0404925423309172e-05, 0.0], [99.38348738472122, 99.38348738472122, 207.71979825302324, 2.0799641949118756e-05, 2.0799641949118756e-05, 0.0], [0.0, -2.2310271524261783e-07, 0.0, 110.38623127994947, 0.0, -1.1155137888559657e-07], [-2.2310271751190414e-07, 0.0, 0.0, 0.0, 110.3862312799495, -1.1155133251797828e-07], [1.107603385918681, -1.1076033859186938, 0.0, 0.0, 4.038966424802479e-07, 110.75578545225738]], 'compliance_tensor': [[5.2, -1.2, -1.9, -0.0, 0.0, 0.0], [-1.2, 5.2, -1.9, 0.0, -0.0, 0.0], [-1.9, -1.9, 6.7, 0.0, 0.0, 0.0], [-0.0, 0.0, 0.0, 9.1, 0.0, 0.0], [0.0, -0.0, 0.0, 0.0, 9.1, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 9.0]], 'warnings': ['Contains a rare earth element'], 'nsites': 5};;;7.089254797448618;0.0077897;None;[];['mp-1001539', 'mp-1012368', 'mp-1008045', 'mp-15968', 'mp-1156932', 'mp-1441893', 'mp-1588976', 'mp-1698128'];['Cobalt samarium silicide (2/1/2)'];True
mp-16258;;[52750];{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P-62m', 'number': 189, 'point_group': '-6m2', 'crystal_system': 'hexagonal', 'hall': 'P -6 -2'};hexagonal;213.0163979876695;9;{'Ca': 3.0, 'Cd': 3.0, 'Ge': 3.0};CaCdGe;['Ca', 'Cd', 'Ge'];3;-27.09936244;-3.0110402711111117;-0.503314556111111;0.0;0.0;False;{};True;;;;5.26488340413442;2.84e-05;None;[];['mp-16258', 'mp-996490', 'mp-1115854', 'mp-1418372', 'mp-1601139', 'mp-1701644'];['Calcium cadmium germanide'];True
